french,fongbe,labels
"Le brouillard matinal enveloppe la campagne d'un voile ouaté, assourdissant les bruits et estompant les contours.","Ahún e ɖò zǎnzǎn é nɔ sɔ́ avɔ e bɔkun é ɖé dó cyɔn gletoxo ɔ jí, bo nɔ xò gbè lɛ kpò, lobo nɔ lɛ́ bló bɔ ɖiɖe lɛ nɔ cí mɔ̌to ɖɔhun.",negative
"Un petit ruisseau cristallin serpente dans la prairie, son clapotis apportant une note de fraîcheur.","Tɔsisa kpɛví e nɔ kɔ́n cí kristalu ɖɔhun é ɖé ɖò xixo wɛ gbɔn gbehan ɔ mɛ, bɔ xóɖiɖɔ tɔn nɔ gɔ́ hlɔnhlɔn ɖé nú mɛ.",positive
Son caractère impulsif et ses emportements soudains contrastent avec sa grande générosité naturelle.,Lee é nɔ yawu xò nǔ kpɔ́n gbɔn é kpo lee é nɔ xò nǔ kpɔ́n ajijimɛ gbɔn é kpo gbɔn vo nú nǔnina ɖaxó e é nɔ na mɛ ɖò jɔwamɔ linu é.,positive
"La robe de soirée, en soie ivoire, épouse ses formes avec élégance et fluidité.","Gbadanu awu ɔ, e è sɔ́ ajinakúɖú dó bló na é nɔ kplasíkɔnu kɔ́ tɔn lɛ kpo ɖɛkpɛ kpo bo nɔ lɛ́ cí sìn ɖɔhun.",positive
"Le ciel nocturne, loin de la pollution lumineuse, offre un spectacle époustouflant de milliers d'étoiles.",Jinukúnsin zǎnmɛ tɔn e lín dó weziza e nɔ hɛn nǔ kwiji lɛ é wu é nɔ na sunví afatɔ́n mɔkpan sín nǔ e nɔ jiwǔ é ɖé mɛ.,positive
"Cet ordinateur portable, léger et puissant, est l'outil de travail idéal pour les grands voyageurs.",Laptop enɛ e fá bo lɛ́ ɖó hlɔnhlɔn é wɛ nyí azɔ̌wanú ɖagbe hugǎn e mɛ e nɔ yì tomɛ hwɛhwɛ lɛ é na zán é.,positive
"Son parfum subtil, aux notes boisées et épicées, laisse un sillage élégant et discret.",Wǎn tɔn e ma ɖò hwlahwlá ǎ é‚ kpódó atín sínsɛ́n kpódó nǔhwɛ́nkún kpó sín wuntun lɛ‚ nɔ jó ali ɖagbeɖagbe ɖé dó bɔ é nɔ ɖò hwlahwlá.,positive
J’ai la pêche !,Un ɖò ganji!,positive
Je suis amoureux.,Un ɖo wanyinu mɛ.,positive
Triste à mourir.,É blawu sɔmɔ̌ bɔ é vɛ́.,negative
Mort de rire.,Kú nú nǔkiko.,negative
Je suis blessé.,Un gblewu.,negative
Détendu.,Fífá.,negative
Serein.,Fífá.,neutral
Heureux.,Kpikpo.,positive
J’ai la patate !,Un ɖo zo mɛ bi !,negative
Déprimé.,Mɛ e ɖò aluwɛ mɛ é.,negative
Soulagé.,E ɖè sín azɔ̌ tɔn mɛ.,neutral
J’ai la frousse.,Xɛsi ɖi mi.,negative
Énervé.,Xomɛsin.,negative
Zen.,Zen.,neutral
Je suis inquiet.,Un ɖò adohu adohu jí.,negative
"Hier, pendant que je préparais le dîner, mon frère a soudainement téléphoné pour annoncer une grande nouvelle.","Sɔ̀ ɔ, hwenu e un ɖò gbadanu nùɖuɖu ɖa wɛ é ɔ, nɔví ce ylɔ mì ajijimɛ bo dó jla wɛn ɖaxó ɖé.",positive
"Dès que tu auras fini de ranger ta chambre, nous irons ensemble acheter les provisions pour le week-end.","Enyi a jla xɔ towe ɖó fó tlolo ɔ, mǐ na yì xɔ nǔ e è na zán ɖò aklunɔzán gblamɛ fifó ɔ mɛ lɛ é ɖó kpɔ́.",positive
Il faudrait que vous révisiez sérieusement ces leçons avant l'examen prévu en fin de semaine prochaine.,A ɖó na gbéjé nǔkplɔnmɛ enɛ lɛ kpɔ́n ganji cobo na bló tɛnkpɔn e è ɖó na bló ɖò aklunɔzán gbla e bɔ d’ewu é sín vivɔnu é.,positive
"Chaque printemps, les oiseaux migrateurs reviennent construire leurs nids dans les arbres de mon jardin.",Xɛ e nɔ sɛ̀ tɛn lɛ é nɔ lɛkɔ wá bló adɔ yetɔn lɛ ɖò atín e ɖò jikpá ce mɛ lɛ é jí ɖò jǐ hwenu tɛgbɛ.,positive
"Lorsque je suis arrivé à la gare, le train Paris-Vintimille était déjà parti depuis cinq longues minutes.","Hwenu e un wá jɔmɛhunj’ayǐtɛn ɔ é ɔ, jɔmɛhun e nɔ yì Paris-Ventimiglia é ko ɖido cɛju gaga atɔ́ɔ́n jɛ nukɔn.",neutral
Nous aurions certainement pu visiter le musée si nous n'avions pas perdu autant de temps à déjeuner.,"Mǐ sixu ko yì ba nǔ e ɖò xɔ ɔ mɛ lɛ é kpɔ́n nǔgbo, enyi mǐ ma ko hɛn hwenu gègě gblé dó ɖu nǔ ɖò hwemɛ ǎ ɔ nɛ.",negative
Je souhaite que tu viennes me rendre visite très bientôt pour découvrir ma nouvelle maison à Lyon.,Un ɖi ɖɔ mi na wa ba mi kpɔn zaanɖe bo na mɔ xwe ce yɔyɔ ɔ ɖo Lyon.,positive
"Demain soir, nous regarderons un film ensemble avant que les enfants ne doivent aller se coucher.","Sɔ gbadanu ɔ, mi na kpɔn fimu ɖokpo kpɔ cobɔ vi lɛ na yi mlɔn zan ji.",neutral
"Après qu'il eut expliqué longuement sa théorie, les chercheurs décidèrent de lancer une étude approfondie.","Ee é tinmɛ nǔkplɔnmɛ tɔn nú táan gegě gudo é ɔ, dobanúnǔtɔ́ lɛ wá gbeta ɔ kɔn bo na bɛ́ nǔkplɔnkplɔn gɔngɔn ɖé.",positive
Il est indispensable que tu fasses attention en traversant cette rue particulièrement dangereuse et passante.,É ɖò taji ɖɔ a ni cɔ́ hwiɖée hwenu e a ɖò ali enɛ e jí awovinú ɖè tawun bɔ gbɛtɔ́ lɛ nɔ gbɔn é jí gbɔn wɛ é.,negative
"Pendant les vacances, nous allions souvent nous promener sur la plage dès le lever du soleil.","Ðò xwè ɔ hwenu ɔ, hwɛhwɛ ɔ, enyi hwesivɔ tɔ́n tlolo ɔ, mǐ nɔ yì ɖi zɔnlin gbɔn xùtó.",positive
"Pour l'année prochaine, j'aimerais que nous voyagions dans un pays dont nous ne parlons pas la langue.","Nú xwè e ja é ɔ, un jló ɖɔ mǐ ni yì tò e mɛ mǐ ma nɔ dó gbè tɔn ǎ é ɖé mɛ.",positive
Elle aura terminé tous ses travaux universitaires avant que son professeur ne rende ses copies corrigées.,É na ko fó azɔ̌ e é wà ɖò wemaxɔmɛ ɖaxó lɛ é bǐ cobɔ mɛ̌si tɔn na lɛ́vɔ sɛ́ wema tɔn e é jlaɖó lɛ é dó.,negative
Je te prêterai volontiers ma voiture à condition que tu promettes de la conduire avec prudence.,"Un na nya mɔ̌to ce nú we kpo xomɛhunhun kpo, enyi a d’akpá ɖɔ emi na kun ganji ɔ nɛ.",positive
"Autrefois, les voyageurs utilisaient des cartes en papier pour se repérer sans l'aide du GPS.","Ð’ayǐ ɔ, tomɛyitɔ́ lɛ nɔ zán ɖiɖe tò tɔn e è wlan dó wema jí lɛ é dó ba ali yetɔn, GPS ma nɔ d’alɔ ye ǎ.",neutral
Nous habitons ce quartier paisible depuis que mon épouse a accepté ce poste dans cette entreprise.,Mǐ ko nɔ xá fífá tɔn enɛ mɛ sín hwenu e asì ce yí gbè nú tɛn enɛ ɖò azɔ̌xwé elɔ é.,positive
"Le jardinier a arrosé les fleurs, mais il a oublié de tailler la haie comme il l'avait promis.","Jikpámɛtɔ́ ɔ kɔn sìn dó folowa lɛ jí, amɔ̌, é wɔn bo jla xɔ ɔ ɖó lee é d’akpá tɔn gbɔn é.",negative
Il est évident que nous réussirons ce projet si tout le monde participe activement et régulièrement.,"É ɖò wɛn ɖɔ enyi mɛ bǐ nɔ ɖ’alɔ ɖò azɔ̌ enɛ mɛ kpo kanɖodonǔwu kpo, bo nɔ lɛ́ ɖ’alɔ ɖ’emɛ hwɛhwɛ ɔ, mǐ na ɖu ɖò azɔ̌ enɛ jí.",positive
"Quand nous serons grands, nous nous souviendrons de ces moments d'enfance passés à jouer ensemble.","Nú mǐ sù ɔ, mǐ na flín hwenu enɛ lɛ e mǐ nɔ xò ɖò vǔ é.",positive
"La réunion aura lieu dans la salle de conférence, à condition que les techniciens aient installé le projecteur.","Kplé ɔ na jɛ ɖò kpléxɔ ɔ mɛ, enyi nǔnywɛ xwitixwitizɔ́watɔ́ lɛ ko sɔ́ nǔ e nɔ xlɛ́ nǔ lɛ é ɖó tɛn tɔn mɛ ɔ nɛ.",neutral
"Pendant que tu liras ce livre passionnant, je préparerai un bon goûter pour notre pause de l'après-midi.","Hwenu e a na ɖò wema ɖagbeɖagbe elɔ xà wɛ é ɔ, un na ɖa nǔɖuɖu klewun ɖé nú gbɔjɛ mǐtɔn hwelɛkɔ tɔn.",positive
Il faudrait que les élèves écoutent plus attentivement les consignes avant de commencer leurs exercices.,Azɔ̌mɛví lɛ ɖó na ɖótó alixlɛ́mɛ lɛ ganji cobo na bɛ́ azɔ̌ yetɔn lɛ.,positive
"Nous avons cueilli des champignons dans la forêt, mais nous ne les avons pas cuisinés tout de suite.","Mǐ cyan bǎ ɖé lɛ ɖò zungbó ɔ mɛ, amɔ̌, mǐ ɖa ye tlolo ǎ.",negative
"Je ne pense pas qu'il puisse arriver à l'heure, car la circulation est extrêmement dense ce matin.","Un ɖi ɖɔ é sixu wá ɖò ganmɛ ǎ, ɖó mɔ̌to lɛ sukpɔ́ tawun zǎnzǎn égbé.",negative
"Après avoir longuement hésité, elle choisit finalement la robe bleue pour la cérémonie de mariage.","Ee é xò nǔ kpɔ́n tawun gudo é ɔ, é wá sɔ́ awu blúblú e é na dó ɖò alɔwliwli sín nǔwiwa ɔ hwenu é.",positive
"Pourvu que le soleil brille pendant notre semaine de vacances en Corse, au bord de la mer.","Mi ni ɖó nukún ɖɔ hwesivɔ na kɔ́n ɖò aklunɔzán gbla mǐtɔn sín xwèɖuɖu hwenu ɖò Corse, ɖò xù tó.",positive
ici 30 phrases descriptives en français :,Xógbe tinmɛ tɔn 30 ɖíe ɖò Flanségbe mɛ:,neutral
Le vieux chat roux dort paisiblement sur le canapé.,Awǐi dotɛ kpikpo ɔ ɖò amlɔ dɔ́ wɛ ɖò fífá mɛ ɖò sofáa ɔ jí.,positive
La mer turquoise scintille sous le chaud soleil d'été.,Xù turquoise ɔ nɔ kɔ́n ɖò hwesivɔ ɖaxó e nɔ tɔ́n ɖò hwenu e è nɔ bló jɔhɔn é glɔ́.,positive
Une petite librairie ancienne se cache au coin de la rue.,Wemaxɔ kpɛví e nyí xóxó é ɖé ɖò hwlahwlá ɖò zwe ɔ jí.,neutral
Le gâteau au chocolat embaume délicieusement toute la cuisine.,Chocolat wɔxúxú ɔ gɔ́ adoxwɛsá ɔ bǐ kpo wǎn víví ɖé kpo.,positive
La montagne enneigée se dresse majestueusement dans le ciel bleu.,Só e jí laglasi ɖè é fɔ́n bo ɖò jinukúnsin blúblú ɔ kpɔ́n wɛ kpo yɛ̌yi kpo.,positive
Ses longs cheveux bruns dansaient doucement dans le vent.,Ɖa tɔn gaga vɔvɔ ɔ ɖo we ɖu wɛ dɛdɛ ɖo jɔhɔn mɛ.,positive
La soupe de légumes mijote lentement dans la grande marmite.,Amasin ɔ ɖò jiji wɛ ɖɛɖɛ ɖò zɛ̌n ɖaxó ɔ mɛ.,negative
Ce vieux livre à la couverture usée sent bon le papier.,Wema xóxó enɛ e sín akpà ko gblé é nɔ hwɛ́n wema sín wǎn ɖagbe ɖé.,negative
Une épaisse couche de neige recouvre le jardin silencieux.,Laglási ɖaxó ɖé cyɔn jikpá e mɛ è ma nɔ ɖɔ xó ɖè ǎ é jí.,negative
Le ciel nocturne est constellé de mille étoiles brillantes.,Sunví afatɔ́n e nɔ kɔ́n lɛ é wɛ gɔ́ jinukúnsin zǎnmɛ.,positive
Son regard doux et pétillant illumine son visage joyeux.,Nukún tɔn e víví bo nɔ kɔ́n é nɔ kɔ́n ɖò nukúnmɛ tɔn e ɖò awǎjijɛ mɛ é jí.,positive
Les feuilles mortes forment un tapis orangé dans l'allée.,Ama kúkú lɛ nɔ bló kɔ́fu vɔvɔ ɖé ɖò mɔ̌to ɔ sín ali ɔ jí.,negative
La ville lumière s'éveille doucement dans le brouillard matinal.,Toxo Weziza tɔn ɔ nɔ fɔ́n bléblé ɖò ahún zǎnzǎn tɔn mɛ.,positive
Le bois sculpté révèle des détails d'une finesse incroyable.,Atín e è kpa é nɔ ɖè nǔ ɖagbeɖagbe lɛ xlɛ́ bɔ è sixu ɖi nǔ na ǎ.,positive
Un parfum de fleurs fraîches flotte dans la pièce.,Flówa yɔyɔ̌ lɛ sín wǎn ɖò xixo wɛ gbɔn xɔ ɔ mɛ.,positive
Le petit port de pêche sent le poisson et les embruns.,Tɔjihunkpó kpɛví e mɛ è nɔ wlí hweví ɖè é nɔ hwɛ́n hweví kpo xù sín jɛ̌ kpo sín wǎn.,positive
Son sourire éclatant et sincère illuminait toute la pièce.,Nukiko tɔn e nɔ kɔ́n bo nɔ lɛ́ nyí nǔjɔnǔ é kɔ́n xɔ ɔ mɛ bǐ.,positive
La valise en cuir usée est couverte d'autocollants de voyage.,È sɔ́ nǔ e è nɔ tɛ́ dó tomɛyiyi wu lɛ é dó cyɔn tomɛyiyi sín saki e è sɔ́ anyǔ dó bló é jí.,negative
La musique classique emplit l'église de ses notes solennelles.,Han hwexónu tɔn lɛ nɔ gɔ́ sinsɛnxɔ ɔ mɛ kpo hanjiji tɔn e è nɔ sè ɖò taji lɛ é kpo.,positive
Un chemisier en soie bleue repose délicatement sur le lit.,Blouse soie bleu ɖé nɔ j’ayǐ ɖò zan ɔ jí b’ɛ nɔ cí ɖɛkpɛɖɛkpɛ.,positive
Les vagues puissantes s'écrasent avec fracas contre les rochers.,Tɔjihun syɛnsyɛn lɛ nɔ xò só lɛ syɛnsyɛn.,negative
Le brouillard épais masque complètement le sommet de la colline.,Ahún ɖaxó ɔ cyɔn só ɔ ta bǐ mlɛ́mlɛ́.,negative
Ses mains calleuses et puissantes racontent une vie de travail.,Alɔ tɔn e ma ɖó hlɔnhlɔn ǎ bo lɛ́ ɖó hlɔnhlɔn lɛ é nɔ ɖɔ azɔ̌ e é wà ɖò gbɛzán tɔn bǐ mɛ é sín tan.,positive
Le marché coloré déborde d'odeurs et de cris joyeux.,Wǎn kpo awǎjijɛ sín xósusu kpo wɛ ɖò axi e mɛ è nɔ mɔ nǔ vovo lɛ ɖè é gɔ́ wɛ.,negative
Un profond silence règne dans la bibliothèque vide.,Nǔ cí cúɖúɖú ɖé ɖò wemaxɔ e ɖò vɔ̌ é mɛ.,negative
La lumière chaude de la lampe éclaire doucement le bureau.,Weziza zozo e ɖò zogbɛ́n ɔ mɛ é nɔ kɔ́n dó tavo ɔ jí bléblé.,positive
La toile abstraite explose en une multitude de couleurs vives.,Avɔ e è ma nɔ mɔ ǎ é nɔ gbà dó sinmɛ e ɖò wěxo lɛ é gègě mɛ.,negative
Le vent glacial siffle à travers les volets mal fermés.,Jɔhɔn laglasi tɔn ɔ nɔ xò kɔ́ gbɔn hɔnsúnú e è ma sú ganji ǎ lɛ é mɛ.,negative
Un fin rayon de lune perce l'obscurité de la chambre.,Sunví sín weziza kpɛví ɖé nɔ gbɔn ablu e ɖò xɔ ɔ mɛ é mɛ.,positive
La robe de soirée rouge descend en cascade de soie légère.,Gbadanu sín awu vɔvɔ ɔ nɔ j’ayǐ ɖò linfín fɛ́ɖɛ́fɛ́ɖɛ́ mɛ.,negative
"Le savoir ne pèse pas lourd, mais il élève toujours.","Nǔnywɛ sixu ma syɛn sɔmɔ̌ ǎ, amɔ̌, é nɔ sɔ́ mɛ sù hwebǐnu.",positive
Qui ouvre un livre ouvre son esprit au monde.,Wema ɖé hunhun nɔ hun ayi mɛtɔn dó gbɛ̀ ɔ jí.,positive
La sagesse commence là où s’arrête la certitude.,Nǔnywɛ́ nɔ bɛ́sín fí e nǔ e ɖò wɛn é nɔ fó ɖó é.,positive
Le doute est le début de la véritable connaissance.,Nǔxokpɔ́n wɛ nyí bǐbɛ̌mɛ nǔnywɛ nǔgbo ɔ tɔn.,neutral
Connais-toi toi-même avant de vouloir connaître le monde.,Tuùn hwiɖée cóbó ba ná tunwun gbɛ ɔ́.,positive
Un esprit curieux n’a jamais besoin de vacances.,Ayixa e nɔ ba na tuùn nǔ é ɖó hudo gbɔjɛ tɔn gbeɖé ǎ.,neutral
La plus belle des cultures est celle du cœur.,Akɔta e nyɔ́ ɖɛkpɛ hú bǐ é wɛ nyí ayixa tɔn.,positive
Les leçons du passé éclairent les chemins du futur.,Nǔkplɔnmɛ e jɛ wá yì lɛ é nɔ kɔ́n ali e jí è na gbɔn ɖò sɔgudo lɛ é.,positive
Savoir écouter est parfois plus sage que parler.,"Hweɖelɛnu ɔ, lee è na ɖótó mɛ gbɔn é tuùntuùn nɔ nyɔ́ hú xóɖiɖɔ.",positive
La vraie richesse ne se compte pas en pièces.,È sixu sɔ́ akwɛ dó jlɛ́ dɔkun nǔgbo ɔ na ǎ.,neutral
Il n’y a point de génie sans un grain de folie.,Nǔnywɛtɔ́ ɖěbǔ tíìn bɔ taɖunɔ ɖé ma ɖ’emɛ ǎ ǎ.,negative
Les voyages forment la jeunesse et instruisent les sages.,"Tomɛyiyi nɔ gbló ada nú ayi mɛ, bo nɔ lɛ́ kplɔ́n nǔ mɛ e ɖó nǔnywɛ lɛ é.",positive
Celui qui questionne porte un flambeau dans la nuit.,Mɛ e nɔ kan nǔ byɔ́ mɛ ɔ́ nɔ́ hɛn zogbɛ́n zǎnmɛ.,negative
La patience est l’arbre dont la racine est amère.,Suúluɖiɖó wɛ nyí atín e ɖɔ tɔn vɛ́ é.,positive
La culture rend capable de douter de ses certitudes.,Aca lɛ nɔ zɔ́n bɔ mǐ nɔ xò nǔ kpɔ́n dó nǔ e mǐ tuùn ganji lɛ é jí.,positive
Le temps révèle ce que la ruse cache toujours.,Hwenu nɔ ɖè nǔ e mɛblɛblɛ nɔ hwla hwebǐnu é xlɛ́.,neutral
L'homme cultivé n'est jamais seul dans une pièce.,Nya e ɖó aca é nɔ nɔ éɖokpo ɖò xɔ ɖé mɛ gbeɖé ǎ.,positive
Une parole gentille peut réchauffer trois mois d'hiver.,Xó xomɛnyínyɔ́ tɔn ɖé sixu hɛn zozo ɖò avivɔ hwenu sun atɔn mɛ.,positive
Mieux vaut savoir souffrir que toujours ignorer.,É nyɔ́ hú ɖɔ è ni tuùn lee è nɔ jiya gbɔn é hú è ni nɔ gɔn ayi ɖó jí hwebǐnu.,negative
"ici 30 phrases en français sur la catégorie ""Questions & Besoins"", au format standard demandé :","Xógbe 30 ɖíe ɖò Flanségbe mɛ ɖò xóta &quot;Questions &amp; Needs&quot; mɛ, ɖò alɔkpa e è byɔ é mɛ:",neutral
Pourriez-vous m'indiquer le chemin pour la gare ?,A sixu ɖɔ ali e nu mi na yi pipan tεnmε ɔ nu mi a ?,neutral
Avez-vous un moment à m'accorder s'il vous plaît ?,"A ɖó hwenu kpɛɖé bo na nɔte à, kɛnklɛn à ?",neutral
Je cherche une pharmacie de garde à proximité.,Un ɖò atínkɛ́nsá e nɔ w&#39;azɔ̌ nú ganxixo 24 é ba wɛ ɖò fí e sɛkpɔ mì é.,neutral
Où puis-je trouver un bon restaurant dans le coin ?,Fitɛ un ka sixu mɔ nuɖutɛn ɖagbe ɖe ɖo to ɔ mɛ?,neutral
Auriez-vous la monnaie pour un billet de vingt ?,A ka ɖó ɖyɔɖyɔ nú akwɛ́ kanɖé à ?,neutral
J'aurais besoin de vos lumières sur ce sujet.,Un na ɖó hudo nukúnnúmɔjɛnǔmɛ towe tɔn dó xóta enɛ jí.,negative
Est-ce que quelqu'un pourrait m'aider à porter ce carton ?,Mɛɖé ka sixu d’alɔ mì bɔ un na hɛn gbǎví elɔ à?,neutral
Savez-vous à quelle heure ferme la boutique ?,A ka tuùn gan nabi e mɛ axi ɔ nɔ sú é à ?,neutral
Avez-vous ce modèle de chaussures en pointure 42 ?,A ka ɖó afɔkpa elɔ sín ɖiɖe ɖò ɖaxó 42 mɛ à ?,neutral
"Pourrais-je avoir un verre d'eau, s'il vous plaît ?",Un sixu nu sin kɔfu ɖokpo a‚ kɛnklɛn à ?,neutral
Je recherche un hôtel pas trop cher dans le secteur.,Un ɖò otɛli e xɔ akwɛ é ba wɛ ɖò xá ɔ mɛ.,neutral
Serait-il possible de visiter les lieux maintenant ?,È ka na kpéwú bo yì ba fí e è bló kplé ɖè é kpɔ́n dìn à?,neutral
Est-ce que vous parlez anglais ? Je ne comprends pas.,A nɔ dó Glɛnsigbe à ? Un mɔ nukúnnú jɛ mɛ ǎ.,negative
J'aimerais connaître votre avis sur ce projet.,Un jló ná tuùn linlin mitɔn dó azɔ̌ élɔ́ wú.,positive
Pourrions-nous fixer un rendez-vous la semaine prochaine ?,Mǐ ka sixu bló tuto kplé ɖé tɔn nú aklunɔzán gbla e bɔ d’ewu é à?,neutral
Connaissez-vous un bon médecin qui parle français ?,A ka tuùn dotóo ɖagbe ɖé bo nɔ dó Flanségbe à ?,neutral
Je voudrais échanger ce pull contre une taille au-dessus.,Un jló ná ɖyɔ sweta élɔ́ kpódó ɖaxó ɖé kpó.,neutral
Où se trouve l'arrêt de bus le plus proche ?,Fitɛ hùn nɔte ɖe sɛkpɔ we hu ?,neutral
"Auriez-vous l'heure, s'il vous plaît ?",A ɖó hwenu à‚ kɛnklɛn à ?,neutral
"ici 30 phrases descriptives en français, format standard.","Xógbe tinmɛ tɔn 30 ɖíe ɖò Flanségbe mɛ, ɖò alɔkpa e è nɔ zán é mɛ.",neutral
Le ciel est d'un bleu profond et sans nuages.,"Jinukúnsin nyí blɔɖó gɔngɔn ɖé, bɔ akpɔ́kpɔ́ ɖě ɖò finɛ ǎ.",neutral
Cette vieille maison a un charme mystérieux et fou.,Xwé xóxó élɔ́ ɖó ɖɛkpɛ nǔbúdo kpódó taɖunɔ kpó.,positive
Son sourire illumine toute la pièce instantanément.,Nukiko tɔn kɔ́n xɔ ɔ bǐ mɛ tlolo.,positive
La forêt est calme après la pluie matinale.,Zùn ɔ cí xwii ɖò jǐ e ja zǎnzǎn é gudo.,positive
Un parfum de lavande flottait doucement dans l'air.,Lavender sín wǎn ɖé ɖò xixo wɛ ɖò jɔhɔn mɛ bléblé.,positive
Les vagues s'écrasent avec force sur les rochers.,Tɔsisa ɔ nɔ xò só lɛ syɛnsyɛn.,negative
Il porte toujours un vieux chapeau de paille usé.,É nɔ dó gǒjiblanú xóxó e ko gblé é ɖé hwebǐnu.,negative
La soupe mijote lentement dans la grande marmite.,Nùsúnnú ɔ nɔ fyɔ́ ɖɛɖɛ ɖò zɛ̌n ɖaxó ɔ mɛ.,negative
Ses yeux verts pétillent de malice et d'intelligence.,Nukún tɔn amamú lɛ nɔ kɔ́n ɖó nǔnyanyawiwa kpo nǔnywɛ kpo wu.,positive
Le vent fait danser les feuilles mortes sur le sol.,Jɔhɔn nɔ zɔ́n bɔ ama kúkú lɛ nɔ ɖu we ɖò kɔ́mɛ.,negative
Ce gâteau a l'air incroyablement délicieux et fondant.,Cake enɛ ɔ cí nǔ e víví tawun bo lɛ́ fá é ɖɔhun.,positive
La ville s'éveille doucement aux premiers chants d'oiseaux.,Toxo ɔ fɔ́n kpɛɖé kpɛɖé ɖó xɛví sín han nukɔntɔn ɔ wu.,positive
Son regard est doux et plein de tendresse infinie.,Nukúnmɛ tɔn fá bo gɔ́ nú xomɛnyínyɔ́ ma ɖó dogbó.,positive
Les montagnes se découpent sur l'horizon rougeoyant.,Só lɛ nɔ tɔ́n ɖò jǐnukúnsin vɔvɔ e ɖò jiji wɛ é nukɔn.,positive
Il règne dans cette pièce une atmosphère paisible.,Fífá ɖé ɖò xɔ enɛ mɛ.,positive
Elle porte une robe légère et fleurie pour l'été.,"É dó awu ɖé bɔ é fá, bo ɖó flowa nú hwenu e è nɔ bló jɔhɔn é.",positive
Le bruit de la pluie est incroyablement apaisant aujourd'hui.,Jǐ sín gbè nɔ fá kɔ nú mɛ tawun égbé.,positive
Cet homme a un visage marqué par le temps.,Nya élɔ́ ɖó nukúnmɛ e hwenu nɔ ɖó wuntun é.,positive
La lumière du soir dorait les toits de la ville.,Gbadanu sín weziza nɔ kɔ́n toxo ɔ sín xɔta lɛ.,positive
Son chien est fidèle et toujours de bonne humeur.,Cuku tɔn nɔ nɔ gbeji bo nɔ ɖò ayi ɖagbe mɛ hwebǐnu.,positive
Une épaisse couche de neige recouvre la campagne.,Laglási ɖaxó ɖé wɛ cyɔn gletoxo ɔ jí.,negative
Le marché regorge de couleurs et d'odeurs alléchantes.,Axi ɔ gɔ́ nú sinmɛ vovo lɛ kpo wǎn e nɔ dɔn mɛ lɛ é kpo.,positive
Il a un rire communicatif et sincèrement chaleureux.,É ɖó nǔkiko e nɔ hɛn mɛ gble bo nɔ lɛ́ hɛn xomɛ hun mɛ tawun é ɖé.,positive
Cette musique est douce et mélancolique à la fois.,Han enɛ nɔ fá bo nɔ lɛ́ dó aluwɛ mɛ.,positive
Elle a préparé un repas simple mais délicieux.,"É ɖa nǔɖuɖu klewun ɖé, amɔ̌, é víví.",positive
Son bureau est toujours parfaitement rangé et organisé.,Azɔ̌xɔsa tɔn nɔ ɖò tito jí bo nɔ lɛ́ ɖò tuto jí ganji hwebǐnu.,positive
Un chat roux dort paisiblement sur le rebord de la fenêtre.,Awǐi dotɛ tɔn ɖé nɔ dɔ́ amlɔ ɖò fífá mɛ ɖò flɛtɛli ɔ nu.,positive
La nuit étoilée offre un spectacle grandiose et infini.,Zǎn e mɛ sunví lɛ gɔ́ é nɔ na nǔ ɖagbeɖagbe e ma nɔ fó ǎ é ɖé mɛ.,positive
Ses mains sont habiles et précises dans le travail.,"Alɔ tɔn lɛ́ɛ bí ganjí, bó nɔ́ wa azɔ̌ yětɔn ganjí.",positive
"Hier matin, alors que je prenais mon café tranquillement, le facteur a soudainement sonné à la porte avec un colis pour moi.","Sɔ̀ zǎnzǎn, hwenu e un ɖò kafé ce nu wɛ tlítlí é ɔ, posu-sɛ́dó ɔ xò hɔn ɔ sín gan ajijimɛ ɔ kpo agban ɖé kpo nú mì.",negative
"Dès que tu auras fini de ranger ta chambre, nous pourrons enfin aller manger cette glace dont tu rêves depuis ce matin.","A ko jla xɔ towe ɖó fó tlolo ɔ, mǐ sixu wá ɖu glacé enɛ e a ɖò dlɔ̌ kú wɛ sín zǎnzǎn égbé é.",positive
"Si j'avais su qu'il pleuvrait autant, j'aurais certainement pris mon parapluie avant de quitter précipitamment mon appartement.","Enyi un ko tuùn ɖɔ jǐ na ja sɔmɔ̌ wɛ ɔ, un na ko hɛn awlɛnwín ce cobo yawu gosin xɔ ce mɛ.",negative
"Pendant que tu étais absent, quelqu'un a téléphoné à plusieurs reprises, mais la personne a raccroché chaque fois sans laisser le moindre message.","Hwenu e a ɖò zɔ é ɔ, mɛɖé ylɔ we azɔn mɔkpan, amɔ̌, mɛ ɔ nɔ ɖó alokan ɔ te hweɖebǔnu, bo nɔ jó wɛn ɖé dó ǎ.",negative
"L'année prochaine, nous envisageons sérieusement de voyager au Japon pour admirer enfin les célèbres cerisiers en fleurs.","Xwè e ja é mɛ ɔ, mǐ ɖò tamɛ lin dó tomɛyiyi Japon tɔn jí wɛ tawun, bo na wá kpɔ́n cerise e è tuùn ganji lɛ é.",positive
"Quand je suis arrivé à la gare, j'ai malheureusement constaté que le train était déjà parti depuis cinq longues minutes.","Hwenu e un wá jɔmɛhunj’ayǐtɛn ɔ é ɔ, é blawu ɖɔ un mɔ ɖɔ jɔmɛhun ɔ ko ɖido cɛju gaga atɔ́ɔ́n jɛ nukɔn.",negative
